id_linea,id_venta,id_producto,nombre_producto_texto,cantidad,precio_unitario,monto_bruto,descuento,costo_unitario
1465,2004,104,Salsa Mango-Habanero,1,3200,3200,0.0,1350
1466,2005,102,Chilero Criollo  Lucho,2,2000,4000,0.0,
1467,2006,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1468,2007,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1469,2008,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1470,2009,103,salsa de ajo lucho,2,2400,4800,0.0,820
1471,2010,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1472,2011,101,Salsa Picante Habanero Lucho,1,2090,2090,0.0,760
1473,2012,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1474,2012,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1475,2013,105,Salsa BBQ Tamarindo,1,3000,3000,0.0,1280
1476,2014,102,Chilero Criollo Lucho,2,2100,4200,630.0,690
1477,2015,106,Salsa Chipotle Dulce,6,2900,17400,0.0,1190
1478,2016,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1479,2017,101,Salsa Picante Habanero Lucho,3,2200,6600,0.0,760
1480,2018,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
1481,2019,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1482,2019,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1483,2020,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
1484,2020,102,Chilero Criollo Lucho,3,2100,6300,0.0,690
1485,2021,110,Salsa Curry Tropical,1,3400,3400,0.0,1520
1486,2022,102,Chilero Criollo  Lucho,1,2000,2000,0.0,690
1487,2022,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
1488,2023,107,Salsa Verde Jalapeno,1,2500,2500,0.0,980
1489,2023,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1490,2024,101,SALSA PICANTE HABANERO LUCHO,1,2200,2200,330.0,760
1491,2025,103,Salsa de Ajo Lucho,24,2400,57600,6912.0,820
1492,2026,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
1493,2027,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1494,2028,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1495,2028,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1496,2029,102,Chilero Criollo Lucho,6,2000,12000,1440.0,690
1497,2029,101,Salsa Picante Habanero Lucho,24,2200,52800,6336.0,760
1498,2030,101,Salsa Picante Habanero Lucho,1,2200,2200,330.0,760
1499,2031,101,SALSA PICANTE HABANERO LUCHO,1,2200,2200,0.0,760
1500,2032,102,Chilero Criollo Lucho,1,2100,2100,0.0,690
1501,2033,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1502,2033,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1503,2033,105,Salsa BBQ Tamarindo,1,2850,2850,0.0,1280
1504,2034,103,Salsa de Ajo Lucho,1,2280,2280,0.0,820
1505,2034,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1506,2035,102,chilero criollo lucho,1,2000,2000,0.0,690
1507,2036,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1508,2037,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1509,2038,101,Salsa Picante Habanero Lucho,24,2200,52800,13200.0,760
1510,2039,103,Salsa de Ajo Lucho,1,2400,2400,360.0,820
1511,2039,101,Salsa Picante Habanero Lucho,2,2200,4400,660.0,760
1512,2040,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
1513,2041,101,salsa picante habanero lucho ,1,2310,2310,0.0,760
1514,2041,102,Chilero Criollo Lucho,2,2000,4000,0.0,690
1515,2042,102,Chilero Criollo Lucho,12,2000,24000,2880.0,690
1516,2042,108,Aderezo Cilantro-Limon,12,2600,31200,3744.0,
1517,2043,103,salsa de ajo lucho,1,2400,2400,0.0,820
1518,2044,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1519,2044,102,Chilero Criollo  Lucho,1,2000,2000,0.0,690
1520,2045,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1521,2046,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
1522,2046,102,Chilero Criollo Lucho,2,2000,4000,0.0,690
1523,2047,101,Salsa Picante Habanero Lucho,2,2200,4400,660.0,760
1524,2048,103,Salsa de Ajo Lucho,1,2400,2400,360.0,820
1525,2049,103,salsa de ajo lucho,1,2400,2400,0.0,820
1526,2050,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1527,2051,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1528,2052,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
1529,2052,102,Chilero Criollo Lucho,2,1900,3800,0.0,690
1530,2053,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1531,2054,101,Salsa Picante Habanero Lucho,12,2310,27720,0.0,760
1532,2054,102,Chilero Criollo Lucho,12,2000,24000,0.0,690
1533,2055,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1534,2056,102,Chilero Criollo Lucho,0,2100,4200,0.0,690
1535,2057,101,Salsa Picante Habanero Lucho,6,2310,13860,0.0,760
1536,2058,103,Salsa de Ajo Lucho,24,2400,57600,0.0,820
1537,2059,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1538,2060,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
1539,2061,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1540,2062,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
1541,2063,108,Aderezo Cilantro-Limon,24,2600,62400,0.0,1010
1542,2063,103,Salsa de Ajo Lucho,12,2400,28800,0.0,820
1543,2063,101,Salsa Picante Habanero Lucho,12,2200,26400,0.0,760
1544,2064,101,salsa picante habanero lucho ,1,2200,2200,0.0,760
1545,2064,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
1546,2065,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
1547,2066,102,chilero criollo lucho,2,1900,3800,0.0,690
1548,2067,101,SALSA PICANTE HABANERO LUCHO,1,2200,2200,0.0,760
1549,2068,102,Chilero Criollo Lucho,2,2000,4000,0.0,690
1550,2068,101,SALSA PICANTE HABANERO LUCHO,1,2200,2200,0.0,760
1551,2069,102,chilero criollo lucho,1,2000,2000,0.0,690
1552,2069,103,Salsa de Ajo Lucho,3,2400,7200,0.0,820
1553,2070,101,Salsa Picante Habanero Lucho,3,2200,6600,1650.0,760
1554,2071,102,Chilero Criollo Lucho,1,1900,1900,0.0,690
1555,2072,109,Salsa Inferno Carolina Reaper,1,4500,4500,0.0,2100
1556,2073,102,Chilero Criollo Lucho,2,2000,4000,600.0,690
1557,2074,101,SALSA PICANTE HABANERO LUCHO,-1,2200,2200,0.0,760
1558,2074,107,Salsa Verde Jalapeno,2,2500,5000,0.0,980
1559,2074,102,Chilero Criollo Lucho,2,1900,3800,0.0,690
1560,2074,105,Salsa BBQ Tamarindo,1,3000,3000,0.0,1280
1561,2075,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
1562,2076,103,Salsa de Ajo Lucho,1,2280,2280,0.0,820
1563,2077,103,SALSA DE AJO LUCHO,12,2400,28800,3456.0,820
1564,2078,101,SALSA PICANTE HABANERO LUCHO,1,2200,2200,0.0,760
1565,2079,102,Chilero Criollo Lucho,1,2000,2000,500.0,690
1566,2080,102,Chilero Criollo  Lucho,1,2000,2000,300.0,690
1567,2081,101,Salsa Picante Habanero Lucho,36,2200,79200,0.0,760
1568,2081,103,Salsa de Ajo Lucho,6,2400,14400,0.0,820
1569,2082,103,SALSA DE AJO LUCHO,1,2280,2280,0.0,820
1570,2082,102,Chilero Criollo  Lucho,3,2000,6000,0.0,690
1571,2083,109,Salsa Inferno Carolina Reaper,1,4500,4500,0.0,2100
1572,2084,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1573,2085,103,Salsa de Ajo Lucho,2,2400,4800,0.0,
1574,2086,103,Salsa de Ajo Lucho,24,2400,57600,6912.0,820
1575,2086,102,Chilero Criollo  Lucho,12,1900,22800,2736.0,690
1576,2087,102,Chilero Criollo Lucho,2,2000,4000,0.0,690
1577,2088,101,Salsa Picante Habanero Lucho,3,2200,6600,0.0,760
1578,2089,108,Aderezo Cilantro-Limon,12,2600,31200,0.0,1010
1579,2090,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1580,2091,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1581,2092,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
1582,2093,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1583,2094,102,Chilero Criollo Lucho,24,2100,50400,0.0,690
1584,2095,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1585,2096,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1586,2097,108,Aderezo Cilantro-Limon,2,2600,5200,0.0,1010
1587,2098,103,Salsa de Ajo Lucho,12,2400,28800,3456.0,820
1588,2099,103,Salsa de Ajo Lucho,6,2400,14400,0.0,820
1589,2099,101,Salsa Picante Habanero Lucho,6,2200,13200,0.0,
1590,2100,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1591,2101,101,Salsa Picante Habanero Lucho,1,2090,2090,0.0,760
1592,2102,102,Chilero Criollo Lucho,12,2000,24000,2880.0,690
1593,2102,103,Salsa de Ajo Lucho,36,2400,86400,10368.0,820
1594,2103,103,Salsa de Ajo Lucho,3,2400,7200,1080.0,820
1595,2104,101,salsa picante habanero lucho ,1,2200,2200,0.0,
1596,2105,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,
1597,2106,105,Salsa BBQ Tamarindo,1,3000,3000,0.0,1280
1598,2106,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1599,2107,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1600,2108,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
1601,2109,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1602,2109,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
1603,2110,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1604,2110,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1605,2111,108,Aderezo Cilantro-Limon,12,2600,31200,3744.0,1010
1606,2112,103,Salsa de Ajo Lucho,1,2280,2280,0.0,820
1607,2112,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1608,2113,102,Chilero Criollo  Lucho,36,2000,72000,0.0,690
1609,2113,101,Salsa Picante Habanero Lucho,24,2200,52800,0.0,760
1610,2114,107,Salsa Verde Jalapeno,2,2500,5000,750.0,980
1611,2114,102,Chilero Criollo Lucho,1,2000,2000,300.0,690
1612,2115,103,Salsa de Ajo Lucho,3,2400,7200,1080.0,820
1613,2115,101,Salsa Picante Habanero Lucho,3,2200,6600,990.0,760
1614,2115,102,Chilero Criollo Lucho,2,2000,4000,600.0,690
1615,2116,101,Salsa Picante Habanero Lucho,3,2200,6600,1650.0,760
1616,2117,102,Chilero Criollo Lucho,3,2100,6300,0.0,690
1617,2117,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1618,2117,107,Salsa Verde Jalapeno,3,2500,7500,0.0,980
1619,2118,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1620,2119,102,Chilero Criollo Lucho,12,2000,24000,0.0,690
1621,2120,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1622,2121,102,chilero criollo lucho,1,2000,2000,0.0,690
1623,2122,103,SALSA DE AJO LUCHO,1,2280,2280,0.0,820
1624,2123,101,Salsa Picante Habanero Lucho,3,2200,6600,0.0,760
1625,2124,103,Salsa de Ajo Lucho,12,2400,28800,0.0,820
1626,2125,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1627,2126,103,salsa de ajo lucho,1,2400,2400,0.0,820
1628,2127,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1629,2127,103,Salsa de Ajo Lucho,3,2400,7200,0.0,820
1630,2128,103,Salsa de Ajo Lucho,1,2280,2280,570.0,820
1631,2128,102,Chilero Criollo Lucho,1,2000,2000,500.0,690
1632,2129,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1633,2130,101,Salsa Picante Habanero Lucho,1,2310,2310,0.0,760
1634,2131,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1635,2132,110,Salsa Curry Tropical,2,3400,6800,0.0,1520
1636,2133,101,Salsa Picante Habanero Lucho,1,2090,2090,0.0,760
1637,2134,103,salsa de ajo lucho,1,2280,2280,0.0,820
1638,2134,102,Chilero Criollo Lucho,2,2100,4200,0.0,690
1639,2134,108,Aderezo Cilantro-Limon,1,2600,2600,0.0,1010
1640,2135,101,salsa picante habanero lucho ,6,2200,13200,1584.0,760
1641,2136,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1642,2136,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1643,2136,101,SALSA PICANTE HABANERO LUCHO,1,2200,2200,0.0,760
1644,2137,109,Salsa Inferno Carolina Reaper,1,4500,4500,0.0,2100
1645,2137,106,Salsa Chipotle Dulce,3,2900,8700,0.0,
1646,2138,102,Chilero Criollo Lucho,12,2000,24000,0.0,690
1647,2139,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1648,2139,109,Salsa Inferno Carolina Reaper,1,4500,4500,0.0,2100
1649,2140,109,Salsa Inferno Carolina Reaper,24,4500,108000,0.0,2100
1650,2140,107,Salsa Verde Jalapeno,12,2500,30000,0.0,980
1651,2141,102,Chilero Criollo Lucho,2,2000,4000,0.0,690
1652,2142,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1653,2142,103,salsa de ajo lucho,2,2400,4800,0.0,820
1654,2143,102,Chilero Criollo Lucho,24,2000,48000,0.0,690
1655,2143,101,Salsa Picante Habanero Lucho,24,2200,52800,0.0,760
1656,2144,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1657,2145,103,Salsa de Ajo Lucho,1,2400,2400,360.0,820
1658,2146,107,Salsa Verde Jalapeno,2,2500,5000,750.0,980
1659,2146,102,Chilero Criollo Lucho,1,2000,2000,300.0,
1660,2147,101,Salsa Picante Habanero Lucho,3,2200,6600,0.0,760
1661,2148,102,chilero criollo lucho,1,2000,2000,300.0,690
1662,2149,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1663,2150,104,Salsa Mango-Habanero,24,3200,76800,9216.0,1350
1664,2150,103,Salsa de Ajo Lucho,24,2400,57600,6912.0,820
1665,2150,101,Salsa Picante Habanero Lucho,12,2310,27720,3326.4,760
1666,2150,106,Salsa Chipotle Dulce,12,2900,34800,4176.0,1190
1667,2151,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
1668,2151,103,salsa de ajo lucho,2,2400,4800,0.0,820
1669,2152,102,Chilero Criollo Lucho,1,1900,1900,0.0,690
1670,2152,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1671,2153,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1672,2154,103,salsa de ajo lucho,6,2400,14400,1728.0,820
1673,2154,101,Salsa Picante Habanero Lucho,12,2200,26400,3168.0,760
1674,2154,102,Chilero Criollo Lucho,12,2000,24000,2880.0,690
1675,2155,109,Salsa Inferno Carolina Reaper,1,4500,4500,0.0,2100
1676,2156,103,salsa de ajo lucho,1,2400,2400,0.0,820
1677,2157,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1678,2157,103,Salsa de Ajo Lucho,3,2400,7200,0.0,820
1679,2158,109,Salsa Inferno Carolina Reaper,1,4500,4500,0.0,2100
1680,2158,102,chilero criollo lucho,1,2000,2000,0.0,690
1681,2159,102,Chilero Criollo Lucho,12,2000,24000,0.0,
1682,2160,109,Salsa Inferno Carolina Reaper,2,4500,9000,0.0,2100
1683,2161,102,Chilero Criollo Lucho,6,2000,12000,1440.0,690
1684,2162,109,Salsa Inferno Carolina Reaper,1,4500,4500,0.0,2100
1685,2162,102,Chilero Criollo Lucho,2,2000,4000,0.0,690
1686,2163,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1687,2163,103,SALSA DE AJO LUCHO,2,2520,5040,0.0,820
1688,2164,103,Salsa de Ajo Lucho,12,2400,28800,3456.0,820
1689,2164,101,Salsa Picante Habanero Lucho,12,2200,26400,3168.0,760
1690,2164,102,Chilero Criollo  Lucho,24,2000,48000,5760.0,690
1691,2165,103,salsa de ajo lucho,6,2400,14400,1728.0,820
1692,2165,101,Salsa Picante Habanero Lucho,12,2200,26400,3168.0,760
1693,2165,107,Salsa Verde Jalapeno,24,2500,60000,7200.0,980
1694,2166,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
1695,2167,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
1696,2167,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1697,2168,101,Salsa Picante Habanero Lucho,1,2090,2090,0.0,760
1698,2169,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1699,2170,103,salsa de ajo lucho,1,2400,2400,0.0,820
1700,2171,102,Chilero Criollo Lucho,12,2000,24000,2880.0,690
1701,2172,110,Salsa Curry Tropical,1,3400,3400,0.0,1520
1702,2173,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
1703,2174,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1704,2174,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1705,2175,101,Salsa Picante Habanero Lucho,2,2090,4180,0.0,
1706,2176,101,Salsa Picante Habanero Lucho,24,2200,52800,6336.0,760
1707,2177,101,Salsa Picante Habanero Lucho,12,2090,25080,3009.6,760
1708,2177,102,Chilero Criollo Lucho,36,2000,72000,8640.0,690
1709,2178,101,Salsa Picante Habanero Lucho,2,2200,4400,660.0,760
1710,2179,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
1711,2179,102,Chilero Criollo Lucho,2,2000,4000,0.0,690
1712,2180,101,Salsa Picante Habanero Lucho,1,2090,2090,0.0,
1713,2180,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1714,2181,102,Chilero Criollo Lucho,6,2000,12000,1440.0,690
1715,2182,102,Chilero Criollo  Lucho,12,2000,24000,0.0,690
1716,2183,102,Chilero Criollo Lucho,12,2000,24000,2880.0,690
1717,2183,101,Salsa Picante Habanero Lucho,12,2200,26400,3168.0,760
1718,2184,103,Salsa de Ajo Lucho,1,2280,2280,0.0,
1719,2184,108,Aderezo Cilantro-Limon,2,2600,5200,0.0,1010
1720,2185,102,chilero criollo lucho,2,2000,4000,0.0,690
1721,2186,102,Chilero Criollo  Lucho,1,2000,2000,0.0,690
1722,2187,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1723,2188,101,salsa picante habanero lucho ,1,2200,2200,0.0,760
1724,2189,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1725,2190,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1726,2191,101,Salsa Picante Habanero Lucho,36,2200,79200,9504.0,760
1727,2191,103,Salsa de Ajo Lucho,36,2400,86400,10368.0,820
1728,2192,101,Salsa Picante Habanero Lucho,2,2090,4180,0.0,760
1729,2192,102,Chilero Criollo Lucho,3,2000,6000,0.0,690
1730,2193,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1731,2194,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1732,2194,104,Salsa Mango-Habanero,1,3200,3200,0.0,1350
1733,2195,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1734,2195,101,SALSA PICANTE HABANERO LUCHO,2,2200,4400,0.0,760
1735,2196,105,Salsa BBQ Tamarindo,6,3000,18000,2160.0,1280
1736,2197,102,chilero criollo lucho,1,2000,2000,0.0,690
1737,2198,109,Salsa Inferno Carolina Reaper,1,4500,4500,0.0,2100
1738,2199,101,Salsa Picante Habanero Lucho,6,2200,13200,1584.0,760
1739,2200,102,Chilero Criollo Lucho,2,1900,3800,0.0,690
1740,2201,103,Salsa de Ajo Lucho,12,2400,28800,3456.0,820
1741,2201,102,Chilero Criollo Lucho,12,2000,24000,2880.0,690
1742,2202,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1743,2203,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
1744,2203,109,Salsa Inferno Carolina Reaper,1,4500,4500,0.0,2100
1745,2204,103,Salsa de Ajo Lucho,6,2400,14400,1728.0,820
1746,2205,101,Salsa Picante Habanero Lucho,24,2310,55440,0.0,760
1747,2206,106,Salsa Chipotle Dulce,1,2900,2900,0.0,1190
1748,2206,110,Salsa Curry Tropical,1,3400,3400,0.0,1520
1749,2207,101,salsa picante habanero lucho ,1,2310,2310,577.5,760
1750,2208,102,Chilero Criollo Lucho,24,2000,48000,0.0,690
1751,2208,101,Salsa Picante Habanero Lucho,12,2090,25080,0.0,760
1752,2208,108,Aderezo Cilantro-Limon,6,2730,16380,0.0,1010
1753,2208,106,Salsa Chipotle Dulce,12,3045,36540,0.0,1190
1754,2209,108,Aderezo Cilantro-Limon,1,2600,2600,0.0,1010
1755,2209,102,Chilero Criollo Lucho,3,2000,6000,0.0,690
1756,2210,103,Salsa de Ajo Lucho,1,2400,2400,600.0,820
1757,2210,105,Salsa BBQ Tamarindo,1,3000,3000,750.0,1280
1758,2211,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
1759,2211,103,Salsa de Ajo Lucho,1,2520,2520,0.0,820
1760,2212,105,Salsa BBQ Tamarindo,1,3000,3000,0.0,1280
1761,2213,107,Salsa Verde Jalapeno,12,2500,30000,3600.0,980
1762,2213,102,Chilero Criollo Lucho,36,2000,72000,8640.0,690
1763,2213,101,Salsa Picante Habanero Lucho,12,2200,26400,3168.0,760
1764,2214,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1765,2215,101,Salsa Picante Habanero Lucho,24,2090,50160,0.0,760
1766,2215,103,Salsa de Ajo Lucho,24,2400,57600,0.0,820
1767,2216,103,Salsa de Ajo Lucho,12,2400,28800,0.0,820
1768,2217,102,Chilero Criollo Lucho,2,1900,3800,0.0,690
1769,2217,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
1770,2218,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1771,2219,101,Salsa Picante Habanero Lucho,12,2200,26400,3168.0,760
1772,2220,102,Chilero Criollo  Lucho,1,2000,2000,0.0,690
1773,2221,103,salsa de ajo lucho,24,2400,57600,0.0,820
1774,2221,101,Salsa Picante Habanero Lucho,36,2200,79200,0.0,760
1775,2222,101,SALSA PICANTE HABANERO LUCHO,2,2200,4400,0.0,760
1776,2222,102,Chilero Criollo Lucho,1,1900,1900,0.0,690
1777,2223,102,Chilero Criollo Lucho,1,1900,1900,0.0,690
1778,2224,101,Salsa Picante Habanero Lucho,3,2200,6600,0.0,760
1779,2224,108,Aderezo Cilantro-Limon,1,2600,2600,0.0,1010
1780,2224,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1781,2225,102,Chilero Criollo Lucho,2,2000,4000,0.0,690
1782,2226,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1783,2227,101,Salsa Picante Habanero Lucho,12,2200,26400,0.0,760
1784,2228,101,SALSA PICANTE HABANERO LUCHO,1,2200,2200,0.0,760
1785,2229,102,Chilero Criollo  Lucho,1,2000,2000,0.0,690
1786,2229,103,Salsa de Ajo Lucho,3,2400,7200,0.0,820
1787,2229,108,Aderezo Cilantro-Limon,1,2600,2600,0.0,1010
1788,2230,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1789,2230,105,Salsa BBQ Tamarindo,2,3000,6000,0.0,1280
1790,2231,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1791,2232,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
1792,2232,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1793,2232,110,Salsa Curry Tropical,2,3400,6800,0.0,1520
1794,2233,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1795,2234,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1796,2235,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1797,2236,104,Salsa Mango-Habanero,1,3200,3200,0.0,1350
1798,2237,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1799,2238,102,Chilero Criollo  Lucho,1,2000,2000,0.0,690
1800,2239,106,Salsa Chipotle Dulce,1,2900,2900,0.0,1190
1801,2239,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1802,2240,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
1803,2240,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1804,2241,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1805,2242,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
1806,2242,107,Salsa Verde Jalapeno,1,2500,2500,0.0,980
1807,2243,103,Salsa de Ajo Lucho,24,2280,54720,6566.4,820
1808,2244,101,Salsa Picante Habanero Lucho,2,2200,4400,0.0,760
1809,2245,102,Chilero Criollo  Lucho,1,2000,2000,0.0,
1810,2245,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1811,2246,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1812,2246,103,SALSA DE AJO LUCHO,2,2400,4800,0.0,820
1813,2246,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1814,2247,102,Chilero Criollo Lucho,1,2100,2100,0.0,690
1815,2247,108,Aderezo Cilantro-Limon,2,2600,5200,0.0,1010
1816,2247,101,Salsa Picante Habanero Lucho,1,2090,2090,0.0,760
1817,2248,103,Salsa de Ajo Lucho,1,2520,2520,0.0,820
1818,2248,102,Chilero Criollo Lucho,2,2000,4000,0.0,690
1819,2249,109,Salsa Inferno Carolina Reaper,3,4500,13500,2025.0,2100
1820,2249,101,Salsa Picante Habanero Lucho,2,2090,4180,627.0,760
1821,2249,110,Salsa Curry Tropical,1,3400,3400,510.0,1520
1822,2249,102,Chilero Criollo Lucho,2,2000,4000,600.0,690
1823,2250,102,Chilero Criollo  Lucho,1,2100,2100,0.0,690
1824,2250,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1825,2251,102,Chilero Criollo Lucho,1,2000,2000,300.0,690
1826,2252,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1827,2253,101,Salsa Picante Habanero Lucho,1,2200,2200,550.0,760
1828,2254,101,Salsa Picante Habanero Lucho,12,2200,26400,0.0,760
1829,2255,103,Salsa de Ajo Lucho,2,2280,4560,0.0,820
1830,2256,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1831,2257,101,salsa picante habanero lucho ,12,2200,26400,3168.0,760
1832,2258,102,Chilero Criollo Lucho,1,2000,2000,0.0,690
1833,2259,102,Chilero Criollo Lucho,1,2000,2000,0.0,
1834,2260,101,SALSA PICANTE HABANERO LUCHO,1,2200,2200,330.0,760
1835,2261,101,Salsa Picante Habanero Lucho,1,2200,2200,0.0,760
1836,2261,103,Salsa de Ajo Lucho,1,2400,2400,0.0,820
1837,2262,102,chilero criollo lucho,1,2100,2100,0.0,690
1838,2263,102,Chilero Criollo Lucho,1,2000,2000,500.0,690
1839,2263,103,Salsa de Ajo Lucho,1,2400,2400,600.0,820
1840,2263,101,Salsa Picante Habanero Lucho,1,2200,2200,550.0,760
1841,2264,110,Salsa Curry Tropical,2,3400,6800,0.0,1520
1842,2265,102,chilero criollo lucho,6,2000,12000,0.0,690
1843,2266,102,Chilero Criollo Lucho,3,2000,6000,0.0,690
1844,2266,103,Salsa de Ajo Lucho,2,2400,4800,0.0,820
1845,2267,101,salsa picante habanero lucho ,1,2200,2200,550.0,760
