id_venta,fecha_venta,id_cliente,id_canal,canal_texto,id_vendedor,id_promocion,total_factura
2327,2024-07-26,23,1,Tienda Fisica ,4,0,4400.0
2328,2024-07-26,7,3,Venta mayoreo,2,0,24000.0
2329,2024-07-27,54,4,en  linea,1,0,2000.0
2330,2024-07-27,1,2,Feria,4,0,2400.0
2331,2024-07-27,1,2,Feria del agricultor,3,0,2000.0
2332,2024-07-27,26,4,en  linea,2,0,11770.0
2333,2024-07-27,1,1,TIENDA FISICA,2,0,2400.0
2334,2024-07-27,36,2,Feria,4,0,6520.0
2335,2024-07-27,1,1,TIENDA FISICA,4,0,1900.0
2336,2024-07-27,1,1,tienda fisica,1,0,6280.0
2337,2024-07-27,1,2,Feria,4,0,9000.0
2338,2024-07-27,1,1, tienda  fisica,4,0,6280.0
2339,2024-07-28,10,3,MAYOREO,3,0,81600.0
2340,2024-07-28,1,1, tienda  fisica,3,0,2200.0
2341,2024-07-28,50,1,Tienda fisica,1,0,7000.0
2342,2024-07-28,1,4,EN LINEA,2,0,2400.0
2343,2024-07-28,1,2,FERIA DEL AGRICULTOR,3,2,2040.0
2344,2024-07-28,68,4,EN LINEA,4,0,2200.0
2345,2024-07-28,1,2,Feria,1,2,1870.0
2346,2024-07-28,1,4,Online,4,0,2000.0
2347,2024-07-28,1,1,TIENDA FISICA,1,0,13500.0
2348,2024-07-28,42,2,Feria,2,2,3910.0
2349,2024-07-28,1,4,Online,4,0,2200.0
2350,2024-07-28,1,1,Tienda Fisica ,2,0,11600.0
2351,2024-07-29,1,4,EN LINEA,3,0,2000.0
2352,2024-07-29,1,2,FERIA DEL AGRICULTOR,3,2,3740.0
2353,2024-07-29,1,2,Feria del agricultor,2,0,4280.0
2354,2024-07-29,1,1,TIENDA FISICA,4,0,6400.0
2355,2024-07-29,65,1,Tienda Fisica ,1,0,8800.0
2356,2024-07-29,7,3,MAYOREO,2,0,124800.0
2357,2024-07-29,22,4,EN LINEA,4,0,15135.0
2358,2024-07-30,1,1,Tienda Fisica ,1,0,4710.0
2359,2024-07-30,1,4,en  linea,2,0,9600.0
2360,2024-07-30,12,3,Mayoreo,2,1,12672.0
2361,2024-07-30,5,3,mayoreo,1,1,20064.0
2362,2024-07-30,39,1,Tienda fisica,4,0,6600.0
2363,2024-07-30,1,1, tienda  fisica,2,0,2200.0
2364,2024-07-30,61,4,Online,4,0,2200.0
2365,2024-07-31,13,3,Mayoreo,4,0,68400.0
2366,2024-07-31,28,4,en linea,3,0,2310.0
2367,2024-07-31,72,1,TIENDA FISICA,1,0,6400.0
2368,2024-07-31,1,1,TIENDA FISICA,4,0,8600.0
2369,2024-07-31,7,3,Venta mayoreo,1,1,42240.0
2370,2024-07-31,1,2,FERIA DEL AGRICULTOR,4,0,6000.0
2371,2024-08-01,1,2,Feria del agricultor,2,0,9200.0
2372,2024-08-01,4,3,MAYOREO,2,0,12000.0
2373,2024-08-01,1,2,feria,3,2,2040.0
2374,2024-08-01,14,4,En linea,3,0,8120.0
2375,2024-08-01,1,1,Tienda fisica,1,4,1800.0
2376,2024-08-01,1,2,FERIA DEL AGRICULTOR,4,0,2400.0
2377,2024-08-01,1,4,EN LINEA,4,0,2200.0
2378,2024-08-01,1,1,Tienda fisica,4,0,2200.0
2379,2024-08-01,12,3,mayoreo,3,0,109440.0
2380,2024-08-02,1,2,Feria,4,0,3000.0
2381,2024-08-02,3,3,Mayoreo,1,0,51360.0
2382,2024-08-02,47,4,En linea,3,0,4800.0
2383,2024-08-02,24,4,Online,2,0,2090.0
2384,2024-08-03,1,2,Feria,1,0,2200.0
2385,2024-08-03,5,3,Venta mayoreo,1,1,23232.0
2386,2024-08-03,13,3,mayoreo,2,1,46780.8
2387,2024-08-03,1,2,Feria,2,0,7200.0
2388,2024-08-03,1,2,Feria del agricultor,3,0,6400.0
2389,2024-08-04,40,4,EN LINEA,2,0,5800.0
2390,2024-08-04,1,2,Feria,4,0,13600.0
2391,2024-08-04,1,2,Feria,2,2,7480.0
2392,2024-08-04,56,1,Tienda fisica,3,0,4400.0
2393,2024-08-05,41,1,TIENDA FISICA,2,0,4400.0
2394,2024-08-05,15,2,Feria del agricultor,3,0,4400.0
2395,2024-08-05,69,4,Online,1,0,7200.0
2396,2024-08-05,55,1,Tienda fisica,4,0,2200.0
2397,2024-08-05,2,3,MAYOREO,1,1,11616.0
2398,2024-08-05,9,3,Venta mayoreo,1,0,57600.0
2399,2024-08-05,59,4,EN LINEA,1,0,4800.0
2400,2024-08-05,1,2,FERIA DEL AGRICULTOR,1,2,1700.0
2401,2024-08-05,42,2,Feria del agricultor,1,0,8400.0
2402,2024-08-05,38,4,En linea,3,0,4200.0
2403,2024-08-05,32,4,en  linea,1,0,4000.0
2404,2024-08-06,63,4,Online,2,0,8800.0
2405,2024-08-06,1,4,en linea,3,0,2200.0
2406,2024-08-06,27,1, tienda  fisica,2,0,5400.0
2407,2024-08-06,28,4,En linea,1,4,4732.5
2408,2024-08-06,8,3,mayoreo,3,1,33792.0
2409,2024-08-07,1,1,TIENDA FISICA,1,0,13200.0
2410,2024-08-07,20,4,EN LINEA,2,0,4400.0
2411,2024-08-07,1,1,Tienda Fisica ,3,0,1900.0
2412,2024-08-07,1,1,Tienda Fisica ,3,0,2400.0
2413,2024-08-07,1,1,Tienda Fisica ,1,0,2200.0
2414,2024-08-07,1,2,FERIA DEL AGRICULTOR,2,0,5400.0
2415,2024-08-07,57,2,Feria del agricultor,2,2,7820.0
2416,2024-08-07,1,2,FERIA DEL AGRICULTOR,1,0,2200.0
2417,2024-08-08,12,3,Venta mayoreo,2,1,39072.0
2418,2024-08-08,1,2,Feria,4,0,2400.0
2419,2024-08-08,69,4,en linea,4,0,2200.0
2420,2024-08-08,67,1,Tienda Fisica ,4,0,2200.0
2421,2024-08-08,32,4,Online,3,0,2200.0
2422,2024-08-08,1,2,feria,2,2,8670.0
2423,2024-08-08,39,4,En linea,3,0,4000.0
2424,2024-08-08,1,4,en linea,1,0,4800.0
2425,2024-08-09,1,1,TIENDA FISICA,4,0,2200.0
2426,2024-08-09,1,2,Feria del agricultor,1,0,5920.0
2427,2024-08-09,4,3,Venta mayoreo,4,0,19200.0
2428,2024-08-09,1,1, tienda  fisica,3,0,6800.0
2429,2024-08-09,1,1,Tienda fisica,3,4,1575.0
2430,2024-08-10,16,4,En linea,1,0,2280.0
2431,2024-08-10,1,4,EN LINEA,2,0,2000.0
2432,2024-08-10,1,1,tienda fisica,1,0,4400.0
2433,2024-08-10,70,4,EN LINEA,2,0,4800.0
2434,2024-08-10,1,2,feria,2,0,4400.0
2435,2024-08-10,50,4,EN LINEA,2,0,7520.0
2436,2024-08-11,1,1,Tienda fisica,4,0,2200.0
2437,2024-08-11,55,2,Feria,1,0,4600.0
2438,2024-08-11,1,1,Tienda fisica,4,0,7400.0
2439,2024-08-11,1,1,TIENDA FISICA,3,0,4400.0
2440,2024-08-11,2,3,Venta mayoreo,4,1,23232.0
2441,2024-08-11,29,4,EN LINEA,3,0,4520.0
2442,2024-08-11,1,1, tienda  fisica,2,0,2000.0
2443,2024-08-11,12,3,MAYOREO,3,0,82800.0
2444,2024-08-11,15,1,tienda fisica,3,0,4600.0
2445,2024-08-11,14,1,TIENDA FISICA,1,0,4600.0
2446,2024-08-12,64,1,TIENDA FISICA,2,0,1900.0
2447,2024-08-12,1,2,FERIA DEL AGRICULTOR,4,2,3740.0
2448,2024-08-12,1,2,Feria del agricultor,1,0,2200.0
2449,2024-08-12,10,3,MAYOREO,2,1,80256.0
2450,2024-08-12,1,1,Tienda fisica,4,0,2000.0
2451,2024-08-12,1,2,feria,3,2,1700.0
2452,2024-08-12,26,1, tienda  fisica,4,0,7200.0
2453,2024-08-12,1,2,feria,3,2,1700.0
2454,2024-08-13,1,4,en linea,4,0,4400.0
2455,2024-08-13,1,4,en  linea,4,0,2200.0
2456,2024-08-13,1,1,TIENDA FISICA,4,0,4800.0
2457,2024-08-13,24,2,Feria,3,0,4000.0
2458,2024-08-13,1,1,Tienda fisica,3,0,8200.0
2459,2024-08-13,51,1,Tienda fisica,2,0,2000.0
2460,2024-08-13,1,1,Tienda Fisica ,3,0,2400.0
2461,2024-08-14,1,2,FERIA DEL AGRICULTOR,4,0,8200.0
2462,2024-08-14,23,2,Feria del agricultor,4,0,2000.0
2463,2024-08-14,1,2,FERIA DEL AGRICULTOR,2,0,3000.0
2464,2024-08-14,1,2,FERIA DEL AGRICULTOR,2,2,7650.0
2465,2024-08-14,1,2,FERIA DEL AGRICULTOR,3,0,2000.0
2466,2024-08-14,62,4,en linea,2,0,2400.0
2467,2024-08-14,1,2,Feria del agricultor,3,0,6400.0
2468,2024-08-15,2,3,mayoreo,4,1,105600.0
2469,2024-08-15,49,4,EN LINEA,2,0,11600.0
2470,2024-08-16,1,1,TIENDA FISICA,1,0,4520.0
2471,2024-08-16,31,2,Feria,2,0,4600.0
2472,2024-08-16,38,4,En linea,3,0,2400.0
2473,2024-08-16,70,2,Feria del agricultor,2,0,2310.0
2474,2024-08-16,1,2,Feria del agricultor,4,0,8550.0
2475,2024-08-16,1,2,Feria,4,0,4600.0
2476,2024-08-16,1,2,Feria del agricultor,1,4,3750.0
2477,2024-08-17,1,1,tienda fisica,1,0,10480.0
2478,2024-08-17,1,1,TIENDA FISICA,2,0,2000.0
2479,2024-08-17,1,1,Tienda Fisica ,3,0,4500.0
2480,2024-08-17,13,3,MAYOREO,3,1,12672.0
2481,2024-08-17,6,3,MAYOREO,1,0,108000.0
2482,2024-08-17,1,1,Tienda fisica,2,0,2400.0
2483,2024-08-18,1,1,Tienda Fisica ,3,0,6600.0
2484,2024-08-18,1,2,feria,3,0,4800.0
2485,2024-08-18,46,4,Online,4,0,3800.0
2486,2024-08-18,52,4,en linea,2,0,11600.0
2487,2024-08-18,53,4,EN LINEA,1,0,7000.0
2488,2024-08-18,1,1, tienda  fisica,4,0,4500.0
2489,2024-08-18,1,4,en linea,1,0,2200.0
2490,2024-08-19,1,4,en  linea,3,0,2900.0
2491,2024-08-19,1,4,EN LINEA,1,0,2200.0
2492,2024-08-19,1,1, tienda  fisica,4,0,2000.0
2493,2024-08-20,68,4,EN LINEA,1,0,2200.0
2494,2024-08-20,8,3,Venta mayoreo,1,1,11616.0
2495,2024-08-20,1,2,Feria,2,0,4600.0
2496,2024-08-20,32,1,Tienda Fisica ,1,0,6000.0
2497,2024-08-20,14,1,Tienda fisica,4,0,10840.0
2498,2024-08-20,1,2,Feria,3,0,2400.0
2499,2024-08-20,20,1,Tienda Fisica ,3,0,2400.0
2500,2024-08-21,1,2,Feria,4,2,3927.0
2501,2024-08-21,62,2,feria,2,0,2400.0
2502,2024-08-21,13,3,MAYOREO,1,1,57024.0
2503,2024-08-21,1,1,Tienda Fisica ,2,0,2200.0
2504,2024-08-21,1,2,FERIA DEL AGRICULTOR,4,0,4600.0
2505,2024-08-22,1,1,Tienda Fisica ,2,0,2000.0
2506,2024-08-22,1,1,Tienda Fisica ,1,0,6800.0
2507,2024-08-22,1,1,Tienda Fisica ,4,0,4400.0
2508,2024-08-22,1,1,tienda fisica,2,0,2400.0
2509,2024-08-22,11,3,Venta mayoreo,3,1,43296.0
2510,2024-08-23,1,1,TIENDA FISICA,3,4,1500.0
2511,2024-08-23,39,1,Tienda Fisica ,2,4,1800.0
2512,2024-08-23,8,3,Mayoreo,3,0,13200.0
2513,2024-08-24,1,1,TIENDA FISICA,1,0,6600.0
2514,2024-08-24,50,2,FERIA DEL AGRICULTOR,2,4,2400.0
2515,2024-08-24,1,4,en  linea,3,0,6575.0
2516,2024-08-24,35,4,en linea,4,0,4310.0
2517,2024-08-25,1,2,FERIA DEL AGRICULTOR,3,0,8600.0
2518,2024-08-25,3,3,Mayoreo,4,1,23232.0
2519,2024-08-25,1,1, tienda  fisica,3,0,7200.0
2520,2024-08-25,1,4,EN LINEA,4,0,6930.0
2521,2024-08-25,11,3,Venta mayoreo,2,1,35904.0
2522,2024-08-25,1,4,En linea,4,0,2200.0
2523,2024-08-25,8,3,mayoreo,4,1,88704.0
2524,2024-08-25,8,3,mayoreo,4,1,63360.0
2525,2024-08-25,1,2,feria,2,2,1870.0
2526,2024-08-26,10,3,mayoreo,3,1,59136.0
2527,2024-08-26,5,3,Mayoreo,2,1,86592.0
2528,2024-08-26,1,2,Feria del agricultor,1,0,9000.0
2529,2024-08-26,13,3,Venta mayoreo,3,0,57600.0
2530,2024-08-26,1,2,FERIA DEL AGRICULTOR,3,4,4650.0
2531,2024-08-26,1,2,FERIA DEL AGRICULTOR,4,2,5950.0
2532,2024-08-27,1,2,Feria,4,2,5270.0
2533,2024-08-27,20,2,Feria del agricultor,2,2,4335.0
2534,2024-08-27,4,3,MAYOREO,2,0,104160.0
2535,2024-08-27,47,4,En linea,1,0,6800.0
2536,2024-08-27,1,2,feria,3,0,10180.0
2537,2024-08-27,1,2,FERIA DEL AGRICULTOR,4,0,6400.0
2538,2024-08-27,41,4,En linea,3,4,1500.0
2539,2024-08-27,1,1,TIENDA FISICA,1,0,2200.0
2540,2024-08-27,1,2,feria,3,2,1700.0
2541,2024-08-27,1,1,Tienda Fisica ,1,0,2200.0
2542,2024-08-28,1,1,TIENDA FISICA,1,0,6200.0
2543,2024-08-28,1,2,FERIA DEL AGRICULTOR,4,0,6600.0
2544,2024-08-28,1,1,Tienda Fisica ,3,0,2400.0
2545,2024-08-28,1,1,Tienda fisica,2,0,4400.0
2546,2024-08-28,47,4,EN LINEA,2,0,5400.0
2547,2024-08-28,1,2,Feria,3,0,6000.0
2548,2024-08-28,5,3,mayoreo,1,0,38400.0
2549,2024-08-28,13,3,mayoreo,4,0,14400.0
2550,2024-08-29,1,1,Tienda fisica,2,0,3400.0
2551,2024-08-29,1,2,Feria,3,0,4500.0
2552,2024-08-29,3,3,Mayoreo,4,0,176400.0
2553,2024-08-29,3,3,MAYOREO,4,1,10560.0
2554,2024-08-30,9,3,Mayoreo,2,1,24393.6
2555,2024-08-30,12,3,mayoreo,4,1,21120.0
2556,2024-08-30,8,3,Venta mayoreo,1,1,80256.0
2557,2024-08-31,1,2,Feria del agricultor,4,0,4400.0
2558,2024-08-31,1,2,feria,1,4,1800.0
2559,2024-08-31,46,1, tienda  fisica,4,0,4700.0
2560,2024-08-31,58,4,Online,4,4,3600.0
2561,2024-08-31,1,1,TIENDA FISICA,1,0,2900.0
2562,2024-09-01,12,3,MAYOREO,2,0,79200.0
2563,2024-09-01,1,1,Tienda fisica,1,0,9700.0
2564,2024-09-01,1,4,en  linea,1,0,6200.0
2565,2024-09-01,7,3,Venta mayoreo,4,0,165600.0
2566,2024-09-01,9,3,mayoreo,2,0,106800.0
2567,2024-09-01,1,4,en linea,2,0,5600.0
2568,2024-09-01,1,4,EN LINEA,1,0,4200.0
2569,2024-09-02,9,3,Mayoreo,3,1,25344.0
2570,2024-09-03,11,3,Venta mayoreo,1,1,11616.0
2571,2024-09-03,1,2,Feria,3,0,4400.0
2572,2024-09-03,4,3,mayoreo,4,1,149952.0
2573,2024-09-03,40,1,Tienda fisica,4,0,6800.0
2574,2024-09-03,1,4,en linea,2,0,2400.0
2575,2024-09-03,1,4,Online,4,0,2400.0
2576,2024-09-04,1,1,TIENDA FISICA,4,0,2200.0
2577,2024-09-04,33,4,Online,2,0,6200.0
2578,2024-09-04,7,3,Venta mayoreo,2,0,72000.0
2579,2024-09-04,64,1,tienda fisica,3,4,3375.0
2580,2024-09-04,28,1,tienda fisica,1,0,11000.0
2581,2024-09-04,14,1,TIENDA FISICA,3,4,1500.0
2582,2024-09-04,1,2,FERIA DEL AGRICULTOR,1,2,3476.5
2583,2024-09-05,1,1,TIENDA FISICA,4,0,4400.0
2584,2024-09-05,41,4,En linea,2,0,4400.0
2585,2024-09-05,1,1,TIENDA FISICA,4,0,2200.0
2586,2024-09-05,1,2,feria,1,0,3400.0
2587,2024-09-05,4,3,mayoreo,2,1,23232.0
2588,2024-09-05,1,1,Tienda fisica,2,0,13000.0
2589,2024-09-05,32,4,EN LINEA,3,0,4000.0
2590,2024-09-05,1,1,TIENDA FISICA,4,0,4400.0
2591,2024-09-05,66,2,Feria,2,2,1700.0
2592,2024-09-06,1,1,TIENDA FISICA,4,0,2200.0
2593,2024-09-06,2,3,Mayoreo,4,1,25344.0
2594,2024-09-06,63,1,Tienda Fisica ,3,0,2200.0
2595,2024-09-06,54,4,en linea,3,0,6400.0
2596,2024-09-06,1,2,FERIA DEL AGRICULTOR,3,0,4600.0
2597,2024-09-06,1,1,Tienda Fisica ,4,0,6760.0
2598,2024-09-07,39,4,En linea,2,0,4400.0
2599,2024-09-07,14,1, tienda  fisica,1,0,2000.0
2600,2024-09-07,11,3,Mayoreo,2,1,74448.0
2601,2024-09-07,1,4,Online,3,4,4635.0
2602,2024-09-07,8,3,mayoreo,2,1,69696.0
2603,2024-09-07,1,2,Feria del agricultor,3,4,4950.0
2604,2024-09-07,1,2,Feria del agricultor,3,0,1900.0
2605,2024-09-07,1,1,Tienda fisica,3,0,2200.0
2606,2024-09-07,2,3,Mayoreo,3,0,48000.0
2607,2024-09-07,1,2,feria,1,0,4400.0
2608,2024-09-07,1,1,tienda fisica,2,0,2200.0
2609,2024-09-07,1,4,en  linea,1,0,4180.0
2610,2024-09-07,1,4,EN LINEA,1,0,13800.0
2611,2024-09-07,54,4,Online,3,0,11000.0
2612,2024-09-08,21,1,tienda fisica,3,0,2200.0
2613,2024-09-08,1,1,tienda fisica,4,0,2000.0
2614,2024-09-08,13,3,MAYOREO,3,4,10800.0
2615,2024-09-08,10,3,MAYOREO,3,1,35904.0
2616,2024-09-08,58,1,TIENDA FISICA,3,0,11100.0
2617,2024-09-08,1,2,Feria del agricultor,1,0,10200.0
2618,2024-09-09,55,4,EN LINEA,4,0,2400.0
2619,2024-09-09,8,3,MAYOREO,4,0,67200.0
2620,2024-09-09,1,1, tienda  fisica,2,0,2200.0
2621,2024-09-09,1,1, tienda  fisica,1,4,1500.0
2622,2024-09-09,15,4,Online,3,0,6700.0
2623,2024-09-09,1,1,Tienda fisica,1,0,6200.0
2624,2024-09-09,99999,4,EN LINEA,4,0,4900.0
2625,2024-09-09,55,2,Feria del agricultor,1,0,9400.0
2626,2024-09-09,1,2,FERIA DEL AGRICULTOR,3,0,2000.0
2627,2024-09-10,8,3,MAYOREO,4,4,19800.0
2628,2024-09-10,1,2,Feria,2,2,2550.0
2629,2024-09-10,1,1,,1,0,2000.0
2630,2024-09-10,12,3,MAYOREO,4,1,50688.0
2631,2024-09-10,1,2,feria,2,0,4000.0
2632,2024-09-10,1,1,Tienda Fisica ,2,0,2200.0
2633,2024-09-10,1,1,TIENDA FISICA,4,4,1500.0
2634,2024-09-11,1,1,tienda fisica,3,0,5100.0
2635,2024-09-11,1,4,En linea,1,0,2600.0
2636,2024-09-11,1,1,TIENDA FISICA,2,0,10800.0
2637,2024-09-11,1,1,TIENDA FISICA,2,0,2500.0
2638,2024-09-11,1,1,tienda fisica,1,0,2400.0
2639,2024-09-11,4,3,Venta mayoreo,3,1,25344.0
2640,2024-09-12,7,3,Venta mayoreo,3,1,74448.0
2641,2024-09-12,9,3,Mayoreo,4,0,24000.0
2642,2024-09-12,1,1, tienda  fisica,3,0,4600.0
2643,2024-09-12,3,3,mayoreo,2,1,25344.0
2644,2024-09-12,1,1,Tienda Fisica ,1,0,6300.0
2645,2024-09-12,1,1,TIENDA FISICA,4,0,4200.0
2646,2024-09-12,5,3,mayoreo,1,1,63360.0
2647,2024-09-13,1,1,TIENDA FISICA,1,0,2000.0
2648,2024-09-13,1,4,en  linea,3,0,2400.0
2649,2024-09-13,1,1,TIENDA FISICA,1,0,2200.0
2650,2024-09-13,1,2,feria,2,0,3400.0
2651,2024-09-13,67,4,EN LINEA,3,0,4200.0
2652,2024-09-14,1,1,Tienda Fisica ,2,0,6900.0
2653,2024-09-14,8,3,mayoreo,4,1,42240.0
2654,2024-09-14,1,4,en linea,1,0,2000.0
2655,2024-09-14,2,3,Venta mayoreo,3,0,13200.0
2656,2024-09-14,4,3,mayoreo,1,1,36537.6
2657,2024-09-14,1,2,FERIA DEL AGRICULTOR,4,0,6600.0
2658,2024-09-14,70,4,EN LINEA,3,0,4800.0
2659,2024-09-14,1,2,FERIA DEL AGRICULTOR,1,0,2400.0
2660,2024-09-14,71,1, tienda  fisica,4,0,2000.0
2661,2024-09-14,1,1,Tienda fisica,3,0,7900.0
2662,2024-09-15,10,3,Mayoreo,1,1,12038.4
2663,2024-09-15,1,2,Feria del agricultor,2,0,2400.0
2664,2024-09-15,1,1, tienda  fisica,1,0,11000.0
2665,2024-09-15,41,1, tienda  fisica,1,0,6400.0
2666,2024-09-16,1,1,Tienda fisica,1,0,4500.0
2667,2024-09-16,1,2,Feria,4,0,7800.0
2668,2024-09-16,4,3,Venta mayoreo,3,1,95040.0
2669,2024-09-16,5,3,Mayoreo,1,0,12000.0
2670,2024-09-16,1,2,Feria del agricultor,2,2,5950.0
2671,2024-09-17,48,1,Tienda fisica,4,0,2400.0
2672,2024-09-17,62,2,Feria,1,2,3740.0
2673,2024-09-17,2,3,Mayoreo,1,1,11616.0
2674,2024-09-17,17,2,FERIA DEL AGRICULTOR,3,0,4200.0
2675,2024-09-17,1,2,FERIA DEL AGRICULTOR,4,2,1870.0
2676,2024-09-17,32,1,Tienda Fisica ,2,0,6400.0
2677,2024-09-17,1,2,Feria del agricultor,3,0,6400.0
2678,2024-09-17,1,1, tienda  fisica,2,0,6200.0
2679,2024-09-17,52,2,FERIA DEL AGRICULTOR,2,2,1870.0
2680,2024-09-18,1,2,feria,3,0,6600.0
2681,2024-09-18,1,2,Feria,2,0,4200.0
2682,2024-09-18,3,3,Mayoreo,3,0,24000.0
2683,2024-09-18,26,1,tienda fisica,1,0,6480.0
2684,2024-09-18,66,4,en linea,1,0,2600.0
2685,2024-09-18,11,3,MAYOREO,1,0,30240.0
2686,2024-09-19,1,2,FERIA DEL AGRICULTOR,2,0,6000.0
2687,2024-09-19,6,3,mayoreo,4,0,90720.0
2688,2024-09-19,13,3,Venta mayoreo,2,1,23232.0
2689,2024-09-20,1,2,FERIA DEL AGRICULTOR,3,2,5440.0
2690,2024-09-20,1,2,feria,2,0,2200.0
2691,2024-09-20,8,3,Venta mayoreo,2,1,23232.0
2692,2024-09-20,1,1,Tienda Fisica ,2,0,4000.0
2693,2024-09-20,13,3,mayoreo,1,1,33792.0
2694,2024-09-20,1,2,Feria,3,0,4400.0
2695,2024-09-20,44,4,en linea,2,0,4600.0
2696,2024-09-20,1,2,feria,3,4,1500.0
2697,2024-09-20,1,2,feria,1,0,4600.0
2698,2024-09-21,2,3,mayoreo,4,0,52800.0
2699,2024-09-21,9,3,mayoreo,2,1,76032.0
2700,2024-09-21,1,2,Feria,3,0,2400.0
2701,2024-09-21,40,4,Online,4,0,2000.0
2702,2024-09-21,1,1, tienda  fisica,4,0,5600.0
2703,2024-09-21,1,4,Online,4,0,9000.0
2704,2024-09-21,24,4,en  linea,4,0,5800.0
2705,2024-09-21,33,1,TIENDA FISICA,3,0,4200.0
2706,2024-09-22,9,3,mayoreo,2,0,45780.0
2707,2024-09-22,6,3,mayoreo,3,1,36960.0
2708,2024-09-22,1,1,tienda fisica,1,0,2000.0
2709,2024-09-22,1,1,TIENDA FISICA,4,0,2200.0
2710,2024-09-22,1,1,Tienda Fisica ,1,0,7000.0
2711,2024-09-22,1,2,feria,4,2,1870.0
2712,2024-09-23,1,1,TIENDA FISICA,3,0,11420.0
2713,2024-09-23,1,1,tienda fisica,4,0,10800.0
2714,2024-09-23,1,1,Tienda fisica,4,0,7100.0
2715,2024-09-23,1,2,Feria del agricultor,4,2,5712.0
2716,2024-09-23,26,1, tienda  fisica,3,0,2755.0
2717,2024-09-23,1,2,Feria del agricultor,1,0,6900.0
2718,2024-09-23,1,2,feria,2,2,5100.0
2719,2024-09-24,1,2,FERIA DEL AGRICULTOR,1,0,2000.0
2720,2024-09-24,17,1,Tienda fisica,3,0,3400.0
2721,2024-09-24,45,4,EN LINEA,1,0,5600.0
2722,2024-09-24,5,3,Venta mayoreo,3,1,11616.0
2723,2024-09-24,1,1,Tienda fisica,2,0,2400.0
2724,2024-09-24,1,1, tienda  fisica,1,0,2400.0
2725,2024-09-25,38,1,Tienda Fisica ,1,0,2400.0
2726,2024-09-25,29,4,Online,4,0,4200.0
2727,2024-09-25,1,4,en linea,4,0,4000.0
2728,2024-09-25,1,1,TIENDA FISICA,4,4,3300.0
2729,2024-09-25,1,1,Tienda Fisica ,3,0,2000.0
2730,2024-09-25,1,2,FERIA DEL AGRICULTOR,4,0,2400.0
2731,2024-09-26,28,4,Online,1,0,2200.0
2732,2024-09-26,22,4,EN LINEA,2,0,6700.0
2733,2024-09-26,20,4,En linea,3,0,2200.0
2734,2024-09-26,30,1,TIENDA FISICA,4,4,4500.0
2735,2024-09-26,1,1,TIENDA FISICA,2,4,1500.0
2736,2024-09-27,1,4,en linea,2,0,9400.0
2737,2024-09-27,12,3,Venta mayoreo,2,0,12000.0
2738,2024-09-27,1,2,FERIA DEL AGRICULTOR,4,0,2000.0
2739,2024-09-27,32,4,En linea,4,0,2500.0
2740,2024-09-27,1,2,Feria del agricultor,3,0,2000.0
2741,2024-09-28,12,3,mayoreo,3,1,42240.0
2742,2024-09-28,25,4,en  linea,4,0,2000.0
2743,2024-09-28,59,1,tienda fisica,1,0,4200.0
2744,2024-09-28,72,4,en linea,1,0,2400.0
2745,2024-09-28,2,3,mayoreo,2,1,88704.0
2746,2024-09-28,1,2,feria,2,0,6800.0
2747,2024-09-29,61,4,Online,3,0,9200.0
2748,2024-09-29,1,1,Tienda fisica,4,0,10700.0
2749,2024-09-29,43,4,En linea,2,0,5400.0
2750,2024-09-29,1,2,FERIA DEL AGRICULTOR,1,0,2000.0
2751,2024-09-29,1,1,tienda fisica,2,0,6840.0
2752,2024-09-30,41,1,Tienda fisica,3,0,2000.0
2753,2024-09-30,23,2,Feria,1,2,2040.0
2754,2024-09-30,3,3,Mayoreo,1,0,38400.0
2755,2024-09-30,67,4,en  linea,3,0,2900.0
2756,2024-09-30,55,4,EN LINEA,2,0,4200.0
2757,2024-09-30,1,1, tienda  fisica,3,0,1900.0
2758,2024-09-30,5,3,mayoreo,3,1,21120.0
2759,2024-10-01,1,4,EN LINEA,2,0,6000.0
2760,2024-10-01,1,1,TIENDA FISICA,4,0,2200.0
2761,2024-10-01,1,1,Tienda fisica,3,0,13200.0
2762,2024-10-01,1,4,en  linea,2,0,9000.0
2763,2024-10-01,1,1, tienda  fisica,3,0,4400.0
2764,2024-10-02,8,3,MAYOREO,1,1,57552.0
2765,2024-10-02,1,1,TIENDA FISICA,3,0,2000.0
2766,2024-10-02,1,2,feria,3,0,7200.0
2767,2024-10-02,1,2,Feria,3,0,8400.0
2768,2024-10-02,1,2,Feria del agricultor,2,0,2090.0
2769,2024-10-03,25,4,EN LINEA,4,0,2400.0
2770,2024-10-03,69,1,tienda fisica,1,0,2000.0
2771,2024-10-03,1,1,Tienda fisica,4,0,6400.0
2772,2024-10-03,40,4,en linea,2,0,4200.0
2773,2024-10-03,1,2,Feria,2,2,1700.0
2774,2024-10-04,1,1,TIENDA FISICA,4,0,3000.0
2775,2024-10-04,1,1, tienda  fisica,3,0,8000.0
2776,2024-10-04,1,1,TIENDA FISICA,3,0,2000.0
2777,2024-10-04,1,4,Online,2,0,2000.0
2778,2024-10-04,1,2,Feria del agricultor,4,0,2000.0
2779,2024-10-04,50,1,Tienda Fisica ,3,0,2000.0
2780,2024-10-04,35,2,feria,4,0,14600.0
2781,2024-10-04,56,1,Tienda fisica,3,0,2400.0
2782,2024-10-05,20,4,Online,3,0,4700.0
